"","PID","content","created_at","nick_name","authentication","brief_introduction","city","tweets_num","vip_level","Vtag","Account","fans_num","follows_num","gender","labels","province","sentiment","sex_orientation","user_id","crawl_time_x","like_num","repost_num","comment_num","origin_weibo","geo_info","birthday"
"411","w_45231","白宫疫情应对协调专员黛博拉一边在分析死亡人数排行榜，在一旁的特朗普眼看冠军非美国莫属时，直接打断黛博拉说：你乱讲，什么美国第一，第一名肯定是中国，他们人口那么多，他们肯定作弊。不管，就中国第一。  中国刚刚更新了新冠病毒死亡总数，从3342重新核对为4632人，而美国现在一天就差不多死这么多人，确诊人数更是高达75万人！  特朗普更得意洋洋的表示，从现在开始，美国每周可以生产1000台呼吸机，我是‘呼吸机之王’！  美国有4万多人停止了呼吸，70几万人等待呼吸时，特朗普才开始称王，真的是‘广积病、缓称王、就做超级大国’啊！  川建国同志，您就别谦虚了，别忘了，美国优先、美国第一，这才是美国价值。转发理由:广积病，缓称王[good]",2020-04-20 10:07:00,"调色板人生",NA,"别人恐惧时你贪婪，别人贪婪时你恐惧。",NA,1228,"未开通",NA,NA,449,591,"男",NA,"浙江",NA,NA,"af2623e8872ffabd",1590740412,0,0,0,"IEah4bmfA",NA,NA
"412","w_24282","这次病毒的目的未必是攻击健康本身（双鱼），而是通过无症状大面积传染，瞬间挤兑医疗资源，让体系瘫痪，实属摩羯型的攻击，让政体，管理和组织效率遭遇极大考验  土星换座之后，大部分国家应能感觉“好一些“，至少木土冥不再凑一块，影响木星的运气  欧洲目前看来如火如荼的疫情应该就是在双鱼月的日海合（3月8日精准相）达到极致，春分过后不会太糟糕了  而土星进入水瓶座，对我们来说是紧接疫情的分治实验和对生物医疗领域的清算，对北美来说，即使没有疫情带来的影响，恐怕也要以其他面貌登上舞台了  另一个去年“发疯”的地区，香港，在3月底之后或许也有些折腾，而欧盟也要反思【盟】本身了  3月24往后的信号很明确，中国为标准，代表的抗疫方式的统领和胜利，散漫和平行推搡风格的，如美国，英国，恐成土星的靶子  除此之外，特朗普也恰好碰上流土合相6宫头，美股这阵子的诡异表现，结合疫情背景，还真有些好玩了  2020，还有很多事儿  #草菇谈星#转发理由://@瓶装草菇:今年的摩羯星群强化，这次疫情的政治属性也非常明显，不是直接要命，也不是冲着对临床技术的冲击，考验去的，病毒仿佛有意识一般，就是为了掀起“”第三次工业革命“/三战，改变全球政治格局，势力而做准备，铺垫 查看图片",2020-03-26 22:57:00,"gracedjylove",NA,NA,NA,2654,"未开通",NA,NA,236,568,"女","美食","海外",NA,NA,"85662071b260f537",1590575486,0,0,0,"IyspB53P8",NA,"1992-12-29"
"413","w_7030","#美国疫情# 特朗普：美国将有力地支持那些特别受中国病毒影响的行业，例如航空公司和其他行业。我们将比以往更强大！  第一热评：来了。我一直对特朗普转为种族主义和仇外心理，并将新型冠状病毒称为“中国病毒”的确切时刻感到非常恐惧。既然美国总统做出有意识的决定，走这条黑暗的仇恨之路，我们作为一个国家就陷入了深重的麻烦。转发理由://@重工组长于彦舒:……美国真的要变成当年的德国了吗[允悲][允悲]",2020-03-17 14:01:00,"MYV_唯雅独尊_JOJO",NA,"MIYAVI_唯雅独尊_JOON的小号 💪",NA,1041,"未开通",NA,NA,121,154,"女",NA,"海外",NA,NA,"502eb8e2c6ffb1fa",1590347902,0,1,0,"IyYEfFK8e",NA,"1986-04-04"
"414","w_69787","据澳大利亚研究院调查研究报告显示，今年3月以来，美国网络水军炮制中国新冠病毒阴谋论，这些账号多数为支持特朗普的极右翼团体所操纵。[微笑] 澳研究报告：美网络水军炮制中国新冠病毒阴谋论 转发理由:噗！流量艺人川普",2020-06-08 17:01:00,"haohaoFlora",NA,"所求皆如愿，所行化坦途，多喜乐，长安宁","日照",12888,"未开通",NA,NA,314,196,"女","想减肥的吃货,朴正洙是理想型,老张赫宰父子饭","山东",NA,NA,"00b7565194e81e57",1608752428,0,0,0,"J5Hs5tcU2",NA,"01-01"
"415","w_12886","【美国纽约州呼吸机缺口达2万余台，  正派人到中国采购】  当地时间3月19日，美国纽约州州长安德鲁·库默召开记者会，表示目前纽约呼吸机极度短缺，并颁布了几项防疫和经济方面的重要措施。  他表示，纽约现有呼吸机仅5000至6000台，但总共需要30000台，正在全世界采购。  他说，恐慌比病毒更可怕，传播得更快更广，并重申，纽约不会“封城”（shelter-in-place）。  设立“隔离区”、“封城”这样的字眼很可怕，会引起民众的恐慌。  当天安德鲁·库默表示，纽约累计确诊新冠肺炎病例4152例，新增1769例。 #特朗普称早知道新冠肺炎是大流行病##世卫称中国新冠0新增是一项了不起的成就##钟南山的无座车票#转发理由:不是有舔狗说美国有呼吸机5百万台么？？？？",2020-03-20 16:49:00,"远方猫乔",NA,"喜欢看书，上网，听音乐。","昆明",4217,"未开通",NA,NA,181,458,"女","美剧,读书,处女座","云南",NA,NA,"5f350c882c6f6251",1587878216,0,0,0,"IzuxwtDBN",NA,"1975-09-22"
"416","w_82638","【#特朗普或错过第二次美国大选辩论#】特朗普在当地时间10月1日晚发布推特称，他和妻子新冠病毒检测呈阳性 ，并称将开始隔离程序。但特朗普并未说明他将自我隔离多久，美国疾控中心的建议是14天。美联社称，目前还不清楚特朗普的隔离措施到底意味着什么。 在他发推文的前几分钟，白宫发布了一份2日的...全文转发理由:这应该是懂王导演的戏吧？隔离后说自己不治而愈，然后说他是天选之人，同时对中国更加恶毒的攻击……",2020-10-02 14:02:00,"happy旋风",NA,NA,NA,3002,"未开通",NA,NA,334,550,"女",NA,"其他",NA,NA,"b58f1a6916f9c6da",1608775625,0,0,0,"JnjLZvZqp",NA,"1949-10-01"
"417","w_34264","纽约时报:中国疫情发生后，43万人从华入境。 《纽约时报》上周六（4日）报道，自中国去年12月31日向世界衞生组织通报首宗新冠肺炎病例至今，有约43万人从中国乘直航客机抵美，4万人于特朗普封关后2个月后入境。 43万名入境者大多于1月抵达美国，很多人由首先出现病例的中国湖北省武汉市，乘坐直航机抵美。美国政府1月中才对曾到访武汉的人检疫，而且只在洛杉矶、三藩市及纽约的机场安排相关措施。当时已有约4000人直接从武汉入境，华府两周后才对所有从内地抵美的旅客实施上述措施，而封关后仍有279班航班从中国抵美。 美国自己定的入境政策，这是又准备甩锅中国？#美国新冠肺炎确诊突破33万##天下之事##深圳小天[超话]#转发理由://@eternalkiss:武汉过年走了五百万人，就当这43万都是武汉的好了，我国其他省还接收了450多万的武汉人。按美国的脑回路来说，中国其他地区疫情也该很严重才对，但是没有任何一个省确诊超过两千。所以……美国是想说我们第一传播病毒，第二瞒报数据是吧。[挖鼻]//@东偏北31度:他们有数据，我们也有数据",2020-04-06 15:20:00,"淡墨5O年",NA,"心安即归处。","深圳",2923,"未开通",NA,NA,278,174,"女","电影,美食,时尚","广东",NA,NA,"b4a594dcc506a220",1590625519,0,0,0,"IC39HncA7",NA,"0001-00-00"
"418","w_83940","#华春莹发推回应特朗普夫妇确诊新冠#【华春莹发推回应特朗普夫妇检测阳性：希望他们都能早日康复】刚刚，中国外交部发言人华春莹发推特回应特朗普及其夫人新冠病毒检测呈阳性。  以下是华春莹推特全文：  “很遗憾听到美国总统和第一夫人新冠检测呈阳性，希望他们都能早日康复，好起来。”...全文转发理由:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈//@日系少女八ga酱:假如你是李华，你的美国朋友唐纳德.特朗普不幸罹患了新冠肺炎(COVID-19)，他原计划将于下个月参加美国的总统大选。请你写一封信安慰他，80～120词，可适当添加细节[doge]。",2020-10-03 08:02:00,"小慧是个bad女孩",NA,"朋友圈见不到我的","广州",444,"未开通",NA,NA,116,134,"女",NA,"广东",NA,NA,"0d3109facbffe1d6",1608333898,0,0,0,"Jnntu4dCW",NA,NA
"419","w_11950","【#特朗普讲话稿将新冠病毒改为中国病毒#[怒]】据CNN报道：美国总统特朗普19日在白宫新闻发布会上的讲稿被记者拍下。照片显示，稿件中的“新冠病毒”被划掉，手写改为了“中国病毒”。CNN报道称，随着美国新冠病毒感染人数的与日俱增，特朗普开始改变调门，努力想把中国当成“替罪羊”。在咨询过医学专家及参考世卫组织的指导意见后，CNN认为，“中国病毒”这一说法不准确而且是污名化。（央视记者王逢治）转发理由:日他个仙人板板[顶]",2020-03-20 10:07:00,"Hui的灰灰",NA,"爱好古风、音乐、诗词文艺，滑雪","东丽区",2247,"未开通",NA,NA,254,191,"男","诚心诚意,网游,天秤","天津",NA,NA,"5eee49b07b9170d5",1590598973,0,0,0,"Izrqbzsax",NA,"1990-10-18"
"420","w_5143","【葛剑雄教授专访谈疫情：爱国必坚持理性】@财经杂志 主笔专访复旦大学@葛剑雄 教授，他说：爱国主义必须建立在理性基础上，人道主义、法治观念和科学精神缺一不可。他还多次提到主流舆论的重要性，只要守住主流舆论的理性和价值，舆论场的非理性或分化就不用太担心。你可以耐心读完，沉思片刻。一起维护公共对话网络和表达的理性，一起守护爱国主义需要的科学和法治精神！#新媒体素养# 文章详戳：http://t.cn/A6zIfGor转发理由:emmmm，这算公然支持双重标准吗？[doge]//@葛剑雄:@道无道之道 难道中国的爱国主义该与特朗普用同样的标准吗？//@道无道之道:特朗普的爱国又何时理性过？那时候你们又对美国佬的非理性指责过吗？",2020-03-15 01:04:00,"弱羽凭天",NA,NA,"武汉",1245,"未开通",NA,NA,286,1009,"男","猫控,听音乐,足球","湖北",NA,NA,"1c959ef3cb5f2677",1587953538,0,0,0,"IyAzX0w9m",NA,"1994-03-07"
"421","w_11536","#美国疫情#特朗普的讲稿，专门把“冠状”病毒替换成“中国”病毒。这就是存心的了… 转发理由:辣鸡",2020-03-20 08:43:00,"单纯的小白菜S",NA,"这个人很懒，什么都没留下",NA,339,"1级",NA,NA,365,287,"男",NA,"上海",NA,NA,"374eaa2ccda886e1",1587991864,0,0,0,"IzpEjByna",NA,"天蝎座"
"422","w_21561","【#特朗普变形记# 后半段亮了！[摊手]】2月份的特朗普：“完全没有理由恐慌，这病毒会消失的。新冠病毒就是民主党的新骗局！”这些天的特朗普：“疫情它伤害了我。我们必须把政治放在一边，停止党派之争。我正式宣布，美国全国进入紧急状态！我们正在经受巨大的国家考验！”网友：真香！ http://t.cn/A6zsNxm1转发理由:所以美国大片都是骗人的，外星人入侵，说不定还得我们中国人去拯救世界[摊手][摊手][摊手]",2020-03-24 15:01:00,"长发青丝缕",NA,"全聚德忠实读者","日本",3953,"未开通",NA,NA,373,854,"女","写作,好书,玩儿","海外",NA,NA,"3d0ec229dd1f7974",1587994482,8,0,0,"IA5qDe0iD",NA,"射手座"
"423","w_42434","【#特朗普指责有人未尽早告知疫情会暴发#[摊手]】当地时间4月16日，美国总统特朗普谈到刚刚举行的G7首脑峰会，指责有人没能尽早告知美国“疫情会大暴发”。现场记者疑惑发问“你指的是中国吗？”特朗普回答：“我没明确说什么，我说的是有人应该早点告知我们，他们也应该早点告诉全世界。”http://t.cn/A6wKAtgn转发理由:白眼朗//@某女明星的地下男友:白癜风//@卍煨桑大吉祥卍:日光浴仓晒的吧？//@张学友的小坎肩儿:我特别不明白特朗普为什么是白眼圈儿[允悲]",2020-04-17 15:41:00,"南城-奶爸老韩",NA,"做旅游的老韩头儿，全球定制旅行；各线特价。","丰台区",9577,"未开通",NA,NA,635,553,"男","魔兽,北京,猫咪","北京",NA,NA,"913dbe7e6cc18154",1588028395,0,0,0,"IDIFcalSM",NA,"01-01"
"424","w_59193","【#特朗普崩溃了# 遭记者追问 特朗普转身走人[汗]】11日记者会上，特朗普称“美国所做检测比任何国家都多”。美国CBS记者提问：“美国的病例仍在增加，为什么你却将此视作国际竞赛？”特朗普点名CNN记者提问。CBS记者继续质问特朗普，却被说问题“肮脏”。随后，特朗普又不再允许此前点名的CNN记者提问...全文转发理由:美国自己不注意怪我们中国而且武汉的那些肉好像都是从美国进来的吧[doge]",2020-05-14 10:05:00,"莞酿酿","旭阳物流有限公司 法定代表人","带你吃点心","成都",9528,"未开通","V","celebrity",609,1618,"女",NA,"四川",NA,NA,"fcbd9c178bd51d97",1608934061,0,0,0,"J1yQaF5Wa",NA,NA
"425","w_50883","CNN直播连线美国哥伦比亚大学公共卫生院院长，被问到是否认为中国瞒报。  哥伦比亚大学公共卫生院院长回答：中国的信息公开从一开始就非常非常快，很早就公开了基因序列，速度快过之前合作的任何一个国家！ 但是非常不幸的是，后来被美国政客政治化了，其实中国在防疫抗疫方面为世界做了很多很多。  这院长太实诚了！真的是一个有良心的学者。  说实话，如果中国没有这么早地公开病毒的基因序列，全球各国的疫苗研制至少要落后好几个月！  但特朗普和蓬佩奥却连这一点都不敢承认，因为唯有甩锅才能蒙蔽美国人民！ #美国新冠病毒感染病例超过96万##五一假期出行预测##当当网报警#转发理由:太实诚了，的确是一位有良心的学者！[赞]",2020-04-28 00:04:00,"数码小湿傅",NA,"知名数码博主","朝阳区",801,"未开通",NA,NA,89,281,"男","军事,旅游,IT数码","北京",NA,NA,"f97723246f42e748",1590252479,0,0,0,"IFh66yAPB",NA,NA
"426","w_23659","突发病毒疫情，凸显两种社会制度的优劣。台湾名嘴这段话说得人心服口服。#特朗普对中国的指责不符合事实# 嘉善老顾的微博视频 转发理由:制度PK",2020-03-25 19:54:00,"虞爱娟_虞美人",NA,"深圳美乐美生活用品有限公司总经理，专门帮助家庭用品收纳整洁家具，实木小家具。抖音号:goodlife23008169","深圳",256,"4级",NA,NA,678,1320,"女","读书,运动","广东",NA,NA,"1d112992852dcf7f",1590801109,0,0,0,"IAcRgxAjh",NA,"1978-10-02"
"427","w_85703","【日本人祈祷特朗普尽快康复，因为他无情打压中国：嘴巴比较烦人，头脑倒很不错】美国总统特朗普与夫人感染新冠病毒的消息传出后，日本列岛惊讶沸腾，东京股市的日经指数应声暴跌300日元。 日本首相菅义伟在10月3日发表一条日英双语推特，为美国总统特朗普夫妇的健康祈祷。菅义伟在推特中说：“亲爱的...全文转发理由:Repost",2020-10-05 08:23:00,"Adelaide-2018",NA,NA,NA,16055,"未开通",NA,NA,96,1573,"男",NA,"其他",NA,NA,"2696582c76024388",1608224956,0,0,0,"JnFT5gMBw",NA,NA
"428","w_22143","【#美国20岁患者现异常症状#：丧失听力、味觉和嗅觉】据美国《纽约邮报》报道，近日，美国一位新冠病毒检测呈阳性的20岁女子声称，自己出现了以前从未出现过的感染症状，包括丧失听力、味觉和嗅觉。  报道称，该女子名为茱莉亚·巴斯卡格里亚。刚开始出现症状时，她住在意大利，因为“其他人报告的经历和我的非常不同”，所以她决定把自己的经历分享到社交媒体推特上，没想到这条推特引发广泛关注。  而出现这种症状的不只巴斯卡格里亚一人。日前，英国耳鼻喉科协会（ENT UK）在其官网上发布联合声明称，有新的证据表明嗅觉丧失是新冠肺炎感染的症状之一。http://t.cn/A6ZP76kB #美专家无法认同特朗普甩锅中国#转发理由:转发微博",2020-03-24 23:01:00,"麦兜兜兜兜兜的兜兜",NA,"既然已成既然_ _ 何必再说何必",NA,718,"未开通",NA,NA,139,513,"女",NA,"海外",NA,NA,"fbeea71597c04ee2",1590396818,0,0,0,"IA8NXw8oK",NA,"1988-08-08"
"429","w_5495","【总有效率达到97.78%，无一例由轻症转为重症或者危重症。以后谁再黑中医，就太不要脸了！关键时刻，中医救命啊！10个省份1261例新冠肺炎患者服用“清肺排毒汤”后，1102例得以治愈、29例症状消失、71例症状改善。其中，在40例重症患者服用后，已有28例出院；12例在院治疗，10例症状好转，“由重转轻”。中西医各有强弱，应该两者结合起来用，不能因为利益黑一方、挺一方，那不是科学，那是心黑了！】“总有效率达到97.78%，无一例由轻症转为重症或者危重症。”  3月14日上午，中央指导组专家、国家中医药管理局专家组组长、中国中医科学院首席研究员、中国科学院院士仝小林向澎湃新闻（www.thepaper.cn）介绍，截至3月13日，10个省份1261例新冠肺炎患者服用“清肺排毒汤”后，1102例得以治愈、29例症状消失、71例症状改善。其中，在40例重症患者服用后，已有28例出院；12例在院治疗，10例症状好转，“由重转轻”。  澎湃新闻注意到，此前国家中医药管理局科技司司长李昱曾介绍，国家中医药管理局以临床“急用、实用、效用”为导向，于1月27日启动了“中医药防治新冠肺炎有效方剂临床筛选研究”工作。  在取得214例临床有效数据的情况下，2月6日国家卫健委、国家中医药管理局联合发文向全国推荐使用清肺排毒汤。  而在日前公布的《新型冠状病毒肺炎诊疗方案（试行第七版）》中，清肺排毒汤列入中医临床治疗期首选。该方将四个方剂21味药组合在一起，成为一个新的方剂。  仝小林就此介绍，中药复方“清肺排毒汤”作为此次抗击新冠肺炎疫情专门设计的方子，由复方“麻杏石甘汤、射干麻黄汤、五苓散”等几位药、复方综合而成。临床上，适用发热、疑似病例，轻型、普通型、重型新冠肺炎患者救治，应用比较广泛。原则是“宣肺、化湿”。  总的来看，方子在应急状态下，按照通治方去治疗，取得了比较好的疗效。”仝小林介绍，目前服用“清肺排毒汤”的患者症状缓解都比较明显。#特朗普女儿伊万卡开始居家办公# http://t.cn/A6ziGE35转发理由:中医具有理论基础，历史积累，哲学高度，不懂和不能超越的才会黑中医。",2020-03-15 10:15:00,"三岔湖畔",NA,"大道至简，阳光自然",NA,345,"未开通",NA,NA,101,84,"男","A股,股票","四川",NA,NA,"e790c4e603f68cd2",1590286976,0,0,0,"IyGIzkklO",NA,NA
"430","w_25325","请问@胡锡进 ：  美国流氓总统特朗普已经签署TAIPEI法案，支持台湾的国际地位。  你还坚持“世界急需中美国合作对抗冠状病毒”的态度吗？ 转发理由:只想问一下，“救美国就是救中国”是哪个🐶日的说的？",2020-03-27 19:03:00,"白云黄鹤的地方",NA,"冷眼向洋看世界，热风吹雨洒江天","武汉",13510,"6级",NA,NA,1075,480,"男","电影,足球,美食","湖北",NA,NA,"1277653fbf90ab3d",1590845406,0,0,0,"IAyn3bHIn",NA,"双子座"
"431","w_84721","无论特朗普政府之前在新冠疫情问题上是如何攻击中国的，当特朗普作为一位老人感染病毒并出现症状入院治疗时，同情他，祝愿他和夫人都能度过难关是普世的人之常情。昨天中国外交部发言人华春莹通过推特表达了慰问之情，老胡作为推特上的活跃中国媒体人也转推了华春莹的那个推文。 但是在这个时候，昨天...全文转发理由:我们老胡 可真是太牛了噢 最后一句 真是点睛之笔哈 真尼玛牛批//@来去之间: “希望网络上的段子手们在特朗普感染病毒的事情上保持克制”……但是推上的段子手可非常不克制，黑出翔了都……",2020-10-03 11:47:00,"Lee-ssssss",NA,"人生若只如初见 何事秋风悲画扇","兰州",5706,"4级",NA,NA,747,855,"男",NA,"甘肃",NA,NA,"7927ddb8cbfe6e4a",1608967760,1,0,0,"Jns3tyah7",NA,"1994-11-02"
"432","w_77821","日本电视台报道了中国乡镇企业生产特朗普总统竞选用的宣传品，在一连串的采访中，厂家表示从美国来的订单不但没有减少，反而变多了，并没有受新冠病毒的影响。根据这个趋势，估计特朗普这回大选能赢。[允悲][嘻嘻] 转发理由:明示了",2020-08-16 22:06:00,"墨可_InsanaeP","动漫博主","蓝学家 | 新火燎原http://synclee.net/","南通",19478,"未开通","V","celebrity",3013,642,"男","游戏动漫,动漫,写手","江苏","已婚",NA,"cb392db6d56720be",1609083454,1,11,0,"JgdR75wX5",NA,"1987-11-06"
"433","w_40871","建议网友速转      2020年遍布全球的“特朗普肺炎”造成世界自联合国组建以来最严重病疫灾难，这不是天灾而是人祸，罪魁祸首就是特朗普一手策划实施的。      2019年8月17日美国特里特堡生物武器基地出现事故，生物细菌泄露，五角大楼紧急关闭叫停。然而被感染的軍人並未采取隔离措施，为嫁祸于人，掩人耳目，将病毒发作者一律定为流感。之后2019年10月27日又仓促组建172人运动队参加中国武汉世界軍人运动会(令人费解的是金牌是O)，而美国运动员驻地酒店距华南海鲜市场300米，期间美军5名运动员发热住进武汉金银潭医院，回国后全部死亡。之后酒店首批42名工作人员确诊为“特朗普肺炎。从此病毒迅速蔓延扩散整个武汉。     令人震惊的是特朗普借此甩锅给中国，诬陷攻击、造谣生事，说是中国病毒。而西方一些国家乘机幸灾乐祸、落井下石唯恐天下不乱。美国一些主流媒体无所不用其极，丑化中华民族为真正的东亚病夫。更令人发指的是在世卫组织严正声明发生任何病疫都不能以地域或种族命名的情况下，美国总统特朗普在股市狂跌、病疫肆虐、民怨沸腾、宝座难保的情况下狗急跳墙、兇相毕露，枉顾事实仍说中国病毒。由此激起14亿中华民族的极大愤慨，齐声讨伐，揭露真相：病毒源头勿庸置疑，千真万确来自美国，特朗普罪责难逃。定性美国特朗普病毒违背世卫组织以地域命名的精神，但以个人命名还是可以的，所以就定为特朗普病毒，更是恰如其分，实至名归。      望广大爱国同胞们立即行动起来，给老特黄袍加身，牢牢地钉在历史的耻辱柱上，还给中国人的一个清白。为中国乃至全世界由此断送生命的亡灵们一个安慰，给正处于水深火热，与病毒顽强斗争的患者以勇气和信心早日康复，给全世界一个安宁重新恢复和平的环境。 http://t.cn/RczTWJ5显示地图",2020-04-15 22:31:00,"爱心在阳光下沐浴",NA,"人啊不能太善良了","银川",1691,"未开通",NA,NA,294,206,"女","旅游,新闻资讯,文艺","宁夏",NA,NA,"c4982aa319b5a3ec",1590642482,3,0,1,NA,"106.284752,38.474171","1970-03-02"
"434","w_8555","【#世卫组织回应特朗普称新冠病毒为中国病毒#，#世卫组织表示不应把病毒同种族联系#】据央视，当地时间18号，世卫组织在日内瓦总部召开新冠肺炎例行发布会，会上，世卫组织卫生紧急项目负责人迈克尔·瑞安针对媒体关注的美国总统特朗普称新冠病毒为“中国病毒”做出回应。 世卫组织卫生紧急项目负责人迈克尔·瑞安表示：一直以来我们传递的信息就很清晰，病毒没有国界，不区分种族肤色和财富。我们在语言使用上要小心，应避免把病毒同个人联系在一起。我相信任何人都会后悔把病毒同种族联系在一起，这是所有人都不希望的，我们需要团结合作。2009年（H1N1）流感大流行是始于北美，我们也没把它称作北美流感。所以当遇到其他病毒时，我们采用同样的（命名）方式，避免同地域联系。我们要求每个人在这一刻都抱有团结的想法，这是需要事实并一起抗击病毒的时刻，而不是责怪谁。我们现在要确认所需要做的事情，从而确定地快速前进，同时避免将病毒同种族或其他领域相联系的表达。转发理由:美国人可以不参与巴黎协定，也可以退出世卫组织，但美国人处处遗留优越感的时代已经过去。",2020-03-19 07:31:00,"勤且谨",NA,"教师",NA,5743,"未开通",NA,NA,828,324,"男","好脾气,心智成熟,人生坎坷","江苏",NA,NA,"dc1c708dde85893b",1588037252,0,0,0,"Izhq8BSei",NA,NA
"435","w_22254","#美专家无法认同特朗普甩锅中国#喜剧时刻 特朗普：没有人比我更懂新冠病毒 专家：嗯，我不能笑。  #美国确诊新冠肺炎超4万例# 全真道缘道家文化中心的微博视频 转发理由:转发微博",2020-03-25 00:02:00,"蒂凡尼的早餐1201",NA,NA,NA,3508,"未开通",NA,NA,370,684,"女",NA,"上海",NA,NA,"4aa7a1812c7d8fa1",1587993626,0,0,0,"IA7U5tnum",NA,NA
"436","w_19495","【白宫疫情专家：#特朗普对中国的指责不符合事实# 但我拦不住[微风]】在美国白宫疫情记者会现场，特朗普身旁总是站着美国顶级传染病专家安东尼·福奇。当地时间22日，福奇接受采访时表示，对特朗普甩锅中国的某些表态无法认同，“但我总不能到麦克风前把他推下去吧。（只能）让我们试着下次纠正了。” http://t.cn/A6zFpTB2转发理由:“但我总不能到麦克风前把他推下去吧”哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈",2020-03-24 10:27:00,"阿雅小布丁呀","电视剧视频自媒体","来日可期❤️","济南",741,"1级","V","celebrity",1158,262,"女","高考,音乐,电影","山东",NA,NA,"d1a5faec6010b1cc",1590853028,0,0,0,"IA3vqp4UO",NA,"1999-08-06"
"437","w_43749","美国联邦政府对华态度过于恶劣，从特朗普总统到主要内阁高官不断强化对中国的诬陷和攻讦，中国有必要采取必要行动，表达我们的强烈不满。 老胡建议，中国要把同美国的抗疫合作重点放到加强与各州的纽带上去，冷落美国联邦政府。具体说来，就是在美方对华采购紧急医疗物资方面，优先满足各州的订单，后置隶属于美国国土安全部的联邦紧急事务管理局（FEMA）的订单。这对特朗普政府来说是一份代价。  目前FEMA不断被爆出与美国各州抢海外医疗物资的订单，而且多次把各州的订单劫走，已在美国引起广泛不满。除了纽约州州长科莫上个月公开指责FEMA与各州抢货，美国全国公共广播电台在一篇最新报道中，也列数了一些州对FEMA的抱怨和愤怒。  不能让华盛顿觉得中国好欺负，他们要大选，就把中国当成转移国内愤怒的靶子肆意放箭。中国将紧缺的医疗物资首先满足各州的需求，不会减少对美出口总量，不过这样的供货顺序变化就可以让华盛顿感受到中国的脾气。中国将继续对美实行人道主义的合作，但华盛顿搞出的破坏合作的那些言行我们不能听之任之，我们需要用行动展示自己的态度。  华盛顿已经这样了，我们无需按照过去的对美思维自缚手脚。让他们折腾去，让他们搞“脱钩”去，中国在这个世界上的地位和作用是凭实力建立起来的，看华盛顿到底有多大的本事，能奈我何。转发理由:淦！//@环球网 :[话筒][话筒][话筒]",2020-04-18 23:58:00,"私人用户不关勿视",NA,"K zi","大港区",1677,"未开通",NA,NA,150,206,"男","足球","天津",NA,NA,"3ac0107fb12e7301",1590420635,0,0,0,"IDWEMk2JD",NA,"1995-03-26"
